qubit_id,epoch_number,health_score,status,timestamp
Q0,0,0.9964000000000001,healthy,2026-07-03T15:08:48.550479+00:00
Q1,0,0.99565,healthy,2026-07-03T15:08:48.558702+00:00
Q2,0,0.9948999999999999,healthy,2026-07-03T15:08:48.564265+00:00
Q3,0,0.9941500000000001,healthy,2026-07-03T15:08:48.572121+00:00
Q0,1,0.9963766073622535,degraded,2026-07-03T15:08:48.605511+00:00
Q1,1,0.9956230073622534,degraded,2026-07-03T15:08:48.611487+00:00
Q2,1,0.9948694073622535,degraded,2026-07-03T15:08:48.619030+00:00
Q3,1,0.9941158073622536,degraded,2026-07-03T15:08:48.636321+00:00
Q0,2,0.9963532782192455,degraded,2026-07-03T15:08:49.804628+00:00
Q1,2,0.9955960782192455,degraded,2026-07-03T15:08:49.812157+00:00
Q2,2,0.9948388782192453,degraded,2026-07-03T15:08:49.819052+00:00
Q3,2,0.9940816782192454,degraded,2026-07-03T15:08:49.826003+00:00
Q0,3,0.9963300685753886,degraded,2026-07-03T15:08:50.641114+00:00
Q1,3,0.9955692685753887,degraded,2026-07-03T15:08:50.656290+00:00
Q2,3,0.9948084685753888,degraded,2026-07-03T15:08:50.673753+00:00
Q3,3,0.9940476685753887,degraded,2026-07-03T15:08:50.679899+00:00
Q0,4,0.996307033651021,degraded,2026-07-03T15:08:51.487087+00:00
Q1,4,0.9955426336510209,degraded,2026-07-03T15:08:51.490607+00:00
Q2,4,0.9947782336510209,degraded,2026-07-03T15:08:51.493256+00:00
Q3,4,0.9940138336510209,degraded,2026-07-03T15:08:51.495918+00:00
Q0,5,0.9962842320642529,degraded,2026-07-03T15:08:52.383418+00:00
Q1,5,0.9955162320642529,degraded,2026-07-03T15:08:52.388472+00:00
Q2,5,0.994748232064253,degraded,2026-07-03T15:08:52.391515+00:00
Q3,5,0.993980232064253,degraded,2026-07-03T15:08:52.396276+00:00
