qubit_id,epoch_number,t1,t2,readout_error,single_gate_error,two_gate_error,frequency,temperature,noise_drift,drift_rate,backend_status,backend_name,timestamp,version,is_deleted,qhi
Q0,0,120.0,90.0,0.01,0.002,0.01,4.9,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:48.545468+00:00,1,False,0.9964000000000001
Q1,0,135.0,100.0,0.012,0.0025,0.01,4.95,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:48.554077+00:00,1,False,0.99565
Q2,0,150.0,110.0,0.014,0.003,0.01,5.0,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:48.560425+00:00,1,False,0.9948999999999999
Q3,0,165.0,120.0,0.016,0.0035,0.01,5.050000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:48.566880+00:00,1,False,0.9941500000000001
Q0,1,119.65052280206945,89.73639460030238,0.010069966683329365,0.002008008775825619,0.010029999999999999,4.900100272207927,15.003993336665873,4.387912809451864e-07,-0.349477197930554,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:48.589490+00:00,1,False,0.9963766073622535
Q1,1,134.60559023462002,99.7064395553361,0.012079966683329365,0.002510008775825619,0.010029999999999999,4.950100272207927,15.003993336665873,4.387912809451864e-07,-0.39440976537997585,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:48.593679+00:00,1,False,0.9956230073622534
Q2,1,149.56065766717063,109.67648451036983,0.014089966683329364,0.0030120087758256186,0.010029999999999999,5.000100272207927,15.003993336665873,4.387912809451864e-07,-0.4393423328293693,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:48.595697+00:00,1,False,0.9948694073622535
Q3,1,164.51572509972124,119.64652946540357,0.016099966683329362,0.003514008775825619,0.010029999999999999,5.050100272207928,15.003993336665873,4.387912809451864e-07,-0.48427490027876274,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:48.597694+00:00,1,False,0.9941158073622536
Q0,2,119.30202261955175,89.47353692470188,0.010139733866159012,0.0020160054030230585,0.01006,4.900198939481949,15.007946773231803,2.7015115293406994e-07,-0.34850018251769654,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:49.288005+00:00,1,False,0.9963532782192455
Q1,2,134.21229208036075,99.41371656524123,0.012159733866159013,0.0025200054030230586,0.01006,4.950198939481949,15.007946773231803,2.7015115293406994e-07,-0.39329815425926995,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:49.289509+00:00,1,False,0.9955960782192455
Q2,2,149.1225615411698,109.35389620578059,0.014179733866159012,0.0030240054030230587,0.01006,5.000198939481948,15.007946773231803,2.7015115293406994e-07,-0.43809612600082914,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:49.291625+00:00,1,False,0.9948388782192453
Q3,2,164.03283100197882,119.29407584631994,0.016199733866159013,0.0035280054030230584,0.01006,5.050198939481949,15.007946773231803,2.7015115293406994e-07,-0.48289409774241676,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:49.292624+00:00,1,False,0.9940816782192454
Q0,3,118.95439747341217,89.2113653019592,0.010209104041332268,0.002024000707372017,0.01009,4.900295555575262,15.011820808266453,3.5368600833851456e-08,-0.3476251461395776,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:50.508568+00:00,1,False,0.9963300685753886
Q1,3,133.82000315500542,99.12176908968804,0.012239104041332268,0.002530000707372017,0.01009,4.950295555575262,15.011820808266453,3.5368600833851456e-08,-0.3922889253553308,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:50.513165+00:00,1,False,0.9955692685753887
Q2,3,148.68560883659867,109.03217287741688,0.014269104041332267,0.003036000707372017,0.01009,5.000295555575262,15.011820808266453,3.5368600833851456e-08,-0.43695270457112656,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:08:50.515174+00:00,1,False,0.9948084685753888
